หมวดข้อมูล,จังหวัด,โรงพยาบาล,ตัวชี้วัด,ค่า,หน่วย,แหล่งข้อมูล,สถานะข้อมูล
ค่าจริง_Performance_C10,-,น่าน,C10_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม OR Procedure,13189.46,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,น่าน,C10_จำนวนผู้ป่วยใน กลุ่ม OR Procedure ที่จำหน่ายทั้งหมด,4849.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,พะเยา,C10_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,พะเยา,C10_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,พะเยา,C10_สถานพยาบาล,10717 โรงพยาบาลพะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,พะเยา,C10_เฉลี่ย,2.73,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,พะเยา,C10_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม OR Procedure,8939.16,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,พะเยา,C10_จำนวนผู้ป่วยใน กลุ่ม OR Procedure ที่จำหน่ายทั้งหมด,3275.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงคำ,C10_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงคำ,C10_ระดับ,M1,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงคำ,C10_สถานพยาบาล,10718 โรงพยาบาลเชียงคำ,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงคำ,C10_เฉลี่ย,2.12,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงคำ,C10_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม OR Procedure,5045.65,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงคำ,C10_จำนวนผู้ป่วยใน กลุ่ม OR Procedure ที่จำหน่ายทั้งหมด,2375.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงรายประชานุเคราะห์,C10_ชื่อจังหวัด,เชียงราย,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงรายประชานุเคราะห์,C10_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงรายประชานุเคราะห์,C10_สถานพยาบาล,10674 โรงพยาบาลเชียงรายประชานุเคราะห์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงรายประชานุเคราะห์,C10_เฉลี่ย,3.22,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงรายประชานุเคราะห์,C10_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม OR Procedure,26518.04,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,เชียงรายประชานุเคราะห์,C10_จำนวนผู้ป่วยใน กลุ่ม OR Procedure ที่จำหน่ายทั้งหมด,8227.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,นครพิงค์,C11_ชื่อจังหวัด,เชียงใหม่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,นครพิงค์,C11_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,นครพิงค์,C11_สถานพยาบาล,10713 โรงพยาบาลนครพิงค์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,นครพิงค์,C11_เฉลี่ย,1.32,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,นครพิงค์,C11_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม Non OR Procedure,16709.51,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,นครพิงค์,C11_จำนวนผู้ป่วยใน กลุ่ม Non OR Procedure ที่จำหน่ายทั้งหมด,12684.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำพูน,C11_ชื่อจังหวัด,ลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำพูน,C11_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำพูน,C11_สถานพยาบาล,10714 โรงพยาบาลลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำพูน,C11_เฉลี่ย,0.96,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำพูน,C11_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม Non OR Procedure,7806.54,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำพูน,C11_จำนวนผู้ป่วยใน กลุ่ม Non OR Procedure ที่จำหน่ายทั้งหมด,8102.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำปาง,C11_ชื่อจังหวัด,ลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำปาง,C11_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำปาง,C11_สถานพยาบาล,10672 โรงพยาบาลลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำปาง,C11_เฉลี่ย,1.25,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำปาง,C11_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม Non OR Procedure,14725.3,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,ลำปาง,C11_จำนวนผู้ป่วยใน กลุ่ม Non OR Procedure ที่จำหน่ายทั้งหมด,11755.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,แพร่,C11_ชื่อจังหวัด,แพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,แพร่,C11_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,แพร่,C11_สถานพยาบาล,10715 โรงพยาบาลแพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,แพร่,C11_เฉลี่ย,1.24,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,แพร่,C11_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม Non OR Procedure,11435.08,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,แพร่,C11_จำนวนผู้ป่วยใน กลุ่ม Non OR Procedure ที่จำหน่ายทั้งหมด,9253.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,น่าน,C11_ชื่อจังหวัด,น่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,น่าน,C11_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,น่าน,C11_สถานพยาบาล,10716 โรงพยาบาลน่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,น่าน,C11_เฉลี่ย,1.27,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,น่าน,C11_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม Non OR Procedure,8280.55,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,น่าน,C11_จำนวนผู้ป่วยใน กลุ่ม Non OR Procedure ที่จำหน่ายทั้งหมด,6542.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,พะเยา,C11_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,พะเยา,C11_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,พะเยา,C11_สถานพยาบาล,10717 โรงพยาบาลพะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C11,-,พะเยา,C11_เฉลี่ย,1.06,-,CMI Web (scraped 2569),ข้อมูลจริง
